Time,Float_V,Q10_V,Q20_V
73.4,-67.6637,-74.4014,-67.6637
73.5,-68.1334,-74.3682,-68.1334
73.6,-68.5792,-74.335,-68.5792
73.7,-69.0005,-74.3018,-69.0004
73.8,-69.3969,-74.2686,-69.3969
73.9,-69.7685,-74.2354,-69.7684
74,-70.1153,-74.2021,-70.1153
74.1,-70.4379,-74.1689,-70.4378
74.2,-70.7367,-74.1357,-70.7366
74.3,-71.0125,-74.1025,-71.0125
74.4,-71.2661,-74.0693,-71.2661
74.5,-71.4986,-74.0361,-71.4986
74.6,-71.7108,-74.0029,-71.7108
74.7,-71.904,-73.9697,-71.9039
74.8,-72.079,-73.9365,-72.079
74.9,-72.2371,-73.9033,-72.2371
75,-72.3792,-73.8701,-72.3792
75.1,-72.5066,-73.8369,-72.5066
75.2,-72.6201,-73.8037,-72.6201
75.3,-72.7208,-73.7705,-72.7208
75.4,-72.8097,-73.7373,-72.8097
75.5,-72.8875,-73.7031,-72.8876
75.6,-72.9553,-73.6689,-72.9553
75.7,-73.0137,-73.6357,-73.0138
75.8,-73.0636,-73.6025,-73.0636
75.9,-73.1056,-73.5684,-73.1057
76,-73.1405,-73.5342,-73.1405
76.1,-73.1687,-73.5,-73.1687
76.2,-73.1908,-73.4658,-73.1909
76.3,-73.2075,-73.4316,-73.2075
76.4,-73.2191,-73.3975,-73.2191
76.5,-73.2261,-73.3633,-73.2261
76.6,-73.2288,-73.3291,-73.2289
76.7,-73.2278,-73.2949,-73.2278
76.8,-73.2232,-73.2607,-73.2232
76.9,-73.2154,-73.2266,-73.2155
77,-73.2047,-73.1924,-73.2048
77.1,-73.1914,-73.1582,-73.1914
77.2,-73.1756,-73.124,-73.1756
77.3,-73.1576,-73.0898,-73.1576
77.4,-73.1376,-73.0557,-73.1376
77.5,-73.1157,-73.0215,-73.1158
77.6,-73.0922,-72.9873,-73.0923
77.7,-73.0672,-72.9531,-73.0672
77.8,-73.0407,-72.9189,-73.0407
77.9,-73.013,-72.8848,-73.013
78,-72.984,-72.8506,-72.9841
78.1,-72.9541,-72.8164,-72.9541
78.2,-72.9231,-72.7812,-72.9232
78.3,-72.8913,-72.7461,-72.8913
78.4,-72.8586,-72.7109,-72.8587
78.5,-72.8252,-72.6758,-72.8252
78.6,-72.7911,-72.6406,-72.7911
78.7,-72.7563,-72.6055,-72.7564
78.8,-72.721,-72.5703,-72.721
78.9,-72.6851,-72.5352,-72.6852
79,-72.6487,-72.5,-72.6488
79.1,-72.6119,-72.4648,-72.612
79.2,-72.5747,-72.4297,-72.5747
79.3,-72.537,-72.3945,-72.5371
79.4,-72.499,-72.3594,-72.4991
79.5,-72.4607,-72.3242,-72.4608
79.6,-72.4221,-72.2891,-72.4221
79.7,-72.3831,-72.2539,-72.3832
79.8,-72.3439,-72.2188,-72.344
79.9,-72.3045,-72.1836,-72.3045
80,-72.2648,-72.1484,-72.2648
80.1,-72.2248,-72.1133,-72.2249
80.2,-72.1847,-72.0771,-72.1848
80.3,-72.1444,-72.041,-72.1444
80.4,-72.1038,-72.0049,-72.1039
80.5,-72.0631,-71.9688,-72.0632
80.6,-72.0223,-71.9326,-72.0223
80.7,-71.9812,-71.8965,-71.9813
80.8,-71.94,-71.8604,-71.9401
80.9,-71.8987,-71.8242,-71.8988
81,-71.8572,-71.7881,-71.8573
81.1,-71.8156,-71.752,-71.8157
81.2,-71.7738,-71.7158,-71.7739
81.3,-71.732,-71.6797,-71.7321
81.4,-71.69,-71.6436,-71.69
81.5,-71.6478,-71.6074,-71.6479
81.6,-71.6056,-71.5713,-71.6057
81.7,-71.5632,-71.5352,-71.5633
81.8,-71.5207,-71.498,-71.5208
81.9,-71.4782,-71.4609,-71.4782
82,-71.4355,-71.4238,-71.4356
82.1,-71.3926,-71.3867,-71.3927
82.2,-71.3497,-71.3496,-71.3498
82.3,-71.3067,-71.3125,-71.3068
82.4,-71.2636,-71.2754,-71.2637
82.5,-71.2203,-71.2383,-71.2204
82.6,-71.177,-71.2012,-71.1771
82.7,-71.1336,-71.1641,-71.1337
82.8,-71.09,-71.127,-71.0901
82.9,-71.0464,-71.0898,-71.0465
83,-71.0026,-71.0527,-71.0027
83.1,-70.9587,-71.0156,-70.9589
83.2,-70.9148,-70.9785,-70.9149
83.3,-70.8707,-70.9404,-70.8708
83.4,-70.8265,-70.9023,-70.8266
83.5,-70.7822,-70.8643,-70.7824
83.6,-70.7378,-70.8262,-70.738
83.7,-70.6933,-70.7881,-70.6935
83.8,-70.6487,-70.75,-70.6489
83.9,-70.604,-70.7119,-70.6041
84,-70.5592,-70.6738,-70.5593
84.1,-70.5143,-70.6357,-70.5144
84.2,-70.4692,-70.5977,-70.4693
84.3,-70.424,-70.5586,-70.4242
84.4,-70.3788,-70.5195,-70.3789
84.5,-70.3334,-70.4805,-70.3335
84.6,-70.2878,-70.4414,-70.288
84.7,-70.2422,-70.4023,-70.2423
84.8,-70.1964,-70.3633,-70.1966
84.9,-70.1506,-70.3242,-70.1507
85,-70.1046,-70.2852,-70.1047
85.1,-70.0584,-70.2461,-70.0586
85.2,-70.0122,-70.207,-70.0123
85.3,-69.9658,-70.167,-69.966
85.4,-69.9193,-70.127,-69.9194
85.5,-69.8727,-70.0869,-69.8728
85.6,-69.8259,-70.0469,-69.826
85.7,-69.779,-70.0068,-69.7791
85.8,-69.7319,-69.9668,-69.732
85.9,-69.6847,-69.9268,-69.6849
86,-69.6374,-69.8867,-69.6375
86.1,-69.5899,-69.8467,-69.59
86.2,-69.5423,-69.8057,-69.5424
86.3,-69.4945,-69.7646,-69.4947
86.4,-69.4466,-69.7236,-69.4467
86.5,-69.3985,-69.6826,-69.3987
86.6,-69.3503,-69.6416,-69.3504
86.7,-69.3019,-69.6006,-69.302
86.8,-69.2533,-69.5596,-69.2535
86.9,-69.2046,-69.5186,-69.2048
87,-69.1558,-69.4766,-69.1559
87.1,-69.1067,-69.4346,-69.1069
87.2,-69.0575,-69.3926,-69.0576
87.3,-69.0081,-69.3506,-69.0083
87.4,-68.9585,-69.3086,-68.9587
87.5,-68.9088,-69.2656,-68.909
87.6,-68.8589,-69.2227,-68.859
87.7,-68.8088,-69.1797,-68.8089
87.8,-68.7585,-69.1367,-68.7586
87.9,-68.708,-69.0938,-68.7081
88,-68.6573,-69.0508,-68.6574
88.1,-68.6064,-69.0078,-68.6066
88.2,-68.5553,-68.9648,-68.5555
88.3,-68.504,-68.9209,-68.5042
88.4,-68.4525,-68.877,-68.4527
88.5,-68.4008,-68.833,-68.401
88.6,-68.3489,-68.7891,-68.349
88.7,-68.2967,-68.7451,-68.2969
88.8,-68.2444,-68.7002,-68.2445
88.9,-68.1917,-68.6553,-68.1919
89,-68.1389,-68.6104,-68.1391
89.1,-68.0858,-68.5654,-68.086
89.2,-68.0325,-68.5205,-68.0327
89.3,-67.979,-68.4746,-67.9792
89.4,-67.9252,-68.4287,-67.9254
89.5,-67.8711,-68.3828,-67.8713
89.6,-67.8168,-68.3369,-67.817
89.7,-67.7622,-68.291,-67.7624
89.8,-67.7073,-68.2441,-67.7075
89.9,-67.6522,-68.1973,-67.6524
90,-67.5968,-68.1504,-67.597
90.1,-67.5411,-68.1035,-67.5413
90.2,-67.4851,-68.0557,-67.4853
90.3,-67.4288,-68.0078,-67.429
90.4,-67.3722,-67.96,-67.3724
90.5,-67.3153,-67.9121,-67.3155
90.6,-67.2581,-67.8633,-67.2583
90.7,-67.2006,-67.8145,-67.2008
90.8,-67.1427,-67.7656,-67.1429
90.9,-67.0845,-67.7158,-67.0847
91,-67.026,-67.666,-67.0262
91.1,-66.9671,-67.6162,-66.9673
91.2,-66.9078,-67.5664,-66.908
91.3,-66.8482,-67.5156,-66.8484
91.4,-66.7882,-67.4648,-66.7884
91.5,-66.7278,-67.4141,-66.728
91.6,-66.667,-67.3633,-66.6673
91.7,-66.6059,-67.3115,-66.6061
91.8,-66.5443,-67.2598,-66.5445
91.9,-66.4823,-67.208,-66.4825
92,-66.4198,-67.1553,-66.4201
92.1,-66.357,-67.1025,-66.3572
92.2,-66.2937,-67.0488,-66.2939
92.3,-66.2299,-66.9951,-66.2301
92.4,-66.1656,-66.9414,-66.1659
92.5,-66.1009,-66.8867,-66.1012
92.6,-66.0357,-66.832,-66.036
92.7,-65.97,-66.7764,-65.9703
92.8,-65.9037,-66.7207,-65.904
92.9,-65.837,-66.6641,-65.8372
93,-65.7697,-66.6074,-65.7699
93.1,-65.7018,-66.5508,-65.7021
93.2,-65.6333,-66.4932,-65.6336
93.3,-65.5643,-66.4355,-65.5646
93.4,-65.4946,-66.377,-65.4949
93.5,-65.4244,-66.3184,-65.4247
93.6,-65.3535,-66.2588,-65.3538
93.7,-65.2819,-66.1992,-65.2822
93.8,-65.2097,-66.1387,-65.21
93.9,-65.1368,-66.0781,-65.1371
94,-65.0631,-66.0166,-65.0635
94.1,-64.9888,-65.9551,-64.9891
94.2,-64.9137,-65.8926,-64.914
94.3,-64.8378,-65.8291,-64.8381
94.4,-64.7611,-65.7656,-64.7614
94.5,-64.6835,-65.7012,-64.6839
94.6,-64.6052,-65.6357,-64.6055
94.7,-64.5259,-65.5703,-64.5263
94.8,-64.4458,-65.5039,-64.4462
94.9,-64.3647,-65.4365,-64.3651
95,-64.2827,-65.3682,-64.2831
95.1,-64.1997,-65.2998,-64.2
95.2,-64.1156,-65.2305,-64.116
95.3,-64.0305,-65.1602,-64.0309
95.4,-63.9443,-65.0889,-63.9447
95.5,-63.857,-65.0166,-63.8574
95.6,-63.7685,-64.9434,-63.7689
95.7,-63.6788,-64.8701,-63.6792
95.8,-63.5878,-64.7959,-63.5882
95.9,-63.4955,-64.7207,-63.4959
96,-63.4019,-64.6445,-63.4023
96.1,-63.3069,-64.5674,-63.3073
96.2,-63.2104,-64.4883,-63.2108
96.3,-63.1124,-64.4082,-63.1129
96.4,-63.0129,-64.3271,-63.0133
96.5,-62.9117,-64.2451,-62.9121
96.6,-62.8088,-64.1621,-62.8093
96.7,-62.7042,-64.0771,-62.7046
96.8,-62.5977,-63.9912,-62.5982
96.9,-62.4893,-63.9043,-62.4898
97,-62.3789,-63.8154,-62.3794
97.1,-62.2664,-63.7256,-62.2669
97.2,-62.1517,-63.6338,-62.1522
97.3,-62.0348,-63.54,-62.0353
97.4,-61.9154,-63.4453,-61.916
97.5,-61.7936,-63.3486,-61.7942
97.6,-61.6692,-63.25,-61.6698
97.7,-61.542,-63.1494,-61.5426
97.8,-61.4119,-63.0469,-61.4125
97.9,-61.2789,-62.9424,-61.2795
98,-61.1426,-62.8359,-61.1432
98.1,-61.003,-62.7266,-61.0036
98.2,-60.8599,-62.6152,-60.8605
98.3,-60.713,-62.502,-60.7137
98.4,-60.5622,-62.3857,-60.5629
98.5,-60.4073,-62.2666,-60.408
98.6,-60.248,-62.1445,-60.2487
98.7,-60.084,-62.0195,-60.0848
98.8,-59.9151,-61.8916,-59.9159
98.9,-59.741,-61.7607,-59.7418
99,-59.5612,-61.626,-59.5621
99.1,-59.3756,-61.4873,-59.3765
99.2,-59.1836,-61.3447,-59.1845
99.3,-58.9849,-61.1982,-58.9858
99.4,-58.7789,-61.0479,-58.7798
99.5,-58.5651,-60.8926,-58.5661
99.6,-58.343,-60.7324,-58.3441
99.7,-58.112,-60.5674,-58.1131
99.8,-57.8713,-60.3965,-57.8724
99.9,-57.6202,-60.2197,-57.6214
100,-57.3578,-60.0371,-57.359
100.1,-57.0831,-59.8477,-57.0844
100.2,-56.7952,-59.6514,-56.7965
100.3,-56.4927,-59.4473,-56.4941
100.4,-56.1744,-59.2344,-56.1759
100.5,-55.8387,-59.0127,-55.8403
100.6,-55.484,-58.7822,-55.4857
100.7,-55.1082,-58.541,-55.11
100.8,-54.7091,-58.2891,-54.711
100.9,-54.2842,-58.0254,-54.2863
101,-53.8305,-57.748,-53.8327
101.1,-53.3447,-57.457,-53.347
101.2,-52.8226,-57.1504,-52.8252
101.3,-52.2598,-56.8262,-52.2625
101.4,-51.6506,-56.4834,-51.6535
101.5,-50.9885,-56.1201,-50.9917
101.6,-50.2658,-55.7344,-50.2693
101.7,-49.473,-55.3232,-49.4769
101.8,-48.5988,-54.8838,-48.6031
101.9,-47.6291,-54.4131,-47.6339
102,-46.5464,-53.9072,-46.5518
102.1,-45.329,-53.3613,-45.3351
102.2,-43.9491,-52.7705,-43.956
102.3,-42.3709,-52.1289,-42.3788
102.4,-40.5474,-51.4287,-40.5566
102.5,-38.4159,-50.6611,-38.4267
102.6,-35.8909,-49.8154,-35.9038
102.7,-32.853,-48.8789,-32.8687
102.8,-29.1308,-47.835,-29.1502
102.9,-24.4696,-46.6631,-24.4943
103,-18.4768,-45.3379,-18.5089
103.1,-10.5167,-43.8262,-10.5602
103.2,0.500396,-42.0859,0.43872
103.3,16.5843,-40.0596,16.4915
103.4,41.8088,-37.6719,41.6571
103.5,-65.5693,-34.8164,-65.5693
103.6,-66.1223,-31.3438,-66.1223
103.7,-66.657,-27.0361,-66.657
103.8,-67.1715,-21.5615,-67.1714
103.9,-67.6642,-14.3955,-67.6642
104,-68.1339,-4.66309,-68.1339
104.1,-68.5798,9.19336,-68.5797
104.2,-69.0011,30.1943,-69.0011
104.3,-69.3976,-65.6387,-69.3976
104.4,-69.7692,-66.2676,-69.7692
104.5,-70.1161,-66.8848,-70.1161
104.6,-70.4387,-67.4863,-70.4386
104.7,-70.7375,-68.0703,-70.7375
104.8,-71.0134,-68.6338,-71.0134
104.9,-71.2671,-69.1758,-71.267
105,-71.4996,-69.6934,-71.4995
105.1,-71.7118,-70.1865,-71.7118
105.2,-71.905,-70.6543,-71.9049
105.3,-72.08,-71.0947,-72.08
105.4,-72.2381,-71.5088,-72.2381
105.5,-72.3803,-71.8965,-72.3803
105.6,-72.5076,-72.2578,-72.5076
105.7,-72.6212,-72.5938,-72.6211
105.8,-72.7219,-72.9043,-72.7219
105.9,-72.8107,-73.1904,-72.8107
106,-72.8886,-73.4541,-72.8886
106.1,-72.9564,-73.6953,-72.9563
106.2,-73.0148,-73.916,-73.0148
106.3,-73.0647,-74.1162,-73.0647
106.4,-73.1067,-74.2979,-73.1067
106.5,-73.1415,-74.4619,-73.1415
106.6,-73.1697,-74.6094,-73.1697
106.7,-73.1919,-74.7422,-73.1919
106.8,-73.2085,-74.8604,-73.2085
106.9,-73.2201,-74.9658,-73.2201
107,-73.2271,-75.0596,-73.2271
107.1,-73.2299,-75.1416,-73.2299
107.2,-73.2288,-75.2139,-73.2288
107.3,-73.2242,-75.2764,-73.2242
107.4,-73.2165,-75.3301,-73.2165
107.5,-73.2058,-75.377,-73.2058
107.6,-73.1924,-75.416,-73.1924
107.7,-73.1766,-75.4482,-73.1766
107.8,-73.1586,-75.4746,-73.1586
107.9,-73.1386,-75.4961,-73.1386
108,-73.1168,-75.5127,-73.1168
108.1,-73.0932,-75.5244,-73.0933
108.2,-73.0682,-75.5322,-73.0682
108.3,-73.0417,-75.5361,-73.0417
108.4,-73.014,-75.5371,-73.014
108.5,-72.9851,-75.5352,-72.9851
108.6,-72.9551,-75.5303,-72.9551
108.7,-72.9241,-75.5225,-72.9242
108.8,-72.8923,-75.5127,-72.8923
108.9,-72.8596,-75.501,-72.8596
109,-72.8262,-75.4873,-72.8262
109.1,-72.7921,-75.4717,-72.7921
109.2,-72.7573,-75.4541,-72.7573
109.3,-72.722,-75.4355,-72.722
109.4,-72.6861,-75.416,-72.6861
109.5,-72.6497,-75.3945,-72.6498
109.6,-72.6129,-75.3721,-72.613
109.7,-72.5757,-75.3486,-72.5757
109.8,-72.538,-75.3242,-72.5381
109.9,-72.5,-75.2998,-72.5001
110,-72.4617,-75.2744,-72.4618
110.1,-72.4231,-75.248,-72.4231
110.2,-72.3841,-75.2217,-72.3842
110.3,-72.3449,-75.1943,-72.345
110.4,-72.3055,-75.166,-72.3055
110.5,-72.2658,-75.1377,-72.2658
110.6,-72.2258,-75.1094,-72.2259
110.7,-72.1857,-75.0801,-72.1858
110.8,-72.1454,-75.0508,-72.1454
110.9,-72.1049,-75.0215,-72.1049
111,-72.0641,-74.9912,-72.0642
111.1,-72.0233,-74.9609,-72.0233
111.2,-71.9822,-74.9307,-71.9823
111.3,-71.9411,-74.8994,-71.9411
111.4,-71.8997,-74.8682,-71.8998
111.5,-71.8582,-74.8369,-71.8583
111.6,-71.8166,-74.8057,-71.8167
111.7,-71.7749,-74.7744,-71.7749
111.8,-71.733,-74.7432,-71.733
111.9,-71.691,-74.7109,-71.691
112,-71.6488,-74.6787,-71.6489
112.1,-71.6066,-74.6465,-71.6067
112.2,-71.5642,-74.6143,-71.5643
112.3,-71.5218,-74.582,-71.5218
112.4,-71.4792,-74.5498,-71.4792
112.5,-71.4365,-74.5176,-71.4366
112.6,-71.3937,-74.4854,-71.3937
112.7,-71.3508,-74.4531,-71.3508
112.8,-71.3077,-74.4209,-71.3078
112.9,-71.2646,-74.3887,-71.2647
113,-71.2214,-74.3555,-71.2215
113.1,-71.178,-74.3223,-71.1781
113.2,-71.1346,-74.2891,-71.1347
113.3,-71.091,-74.2559,-71.0911
113.4,-71.0474,-74.2227,-71.0475
113.5,-71.0036,-74.1895,-71.0037
113.6,-70.9598,-74.1562,-70.9599
113.7,-70.9158,-74.123,-70.9159
113.8,-70.8718,-74.0898,-70.8718
113.9,-70.8276,-74.0566,-70.8277
114,-70.7833,-74.0234,-70.7834
114.1,-70.7389,-73.9902,-70.739
114.2,-70.6944,-73.957,-70.6945
114.3,-70.6498,-73.9238,-70.6499
114.4,-70.6051,-73.8906,-70.6052
114.5,-70.5603,-73.8574,-70.5604
114.6,-70.5153,-73.8242,-70.5154
114.7,-70.4703,-73.791,-70.4704
114.8,-70.4251,-73.7578,-70.4252
114.9,-70.3798,-73.7236,-70.3799
115,-70.3344,-73.6895,-70.3345
115.1,-70.2889,-73.6553,-70.289
115.2,-70.2433,-73.6221,-70.2434
115.3,-70.1975,-73.5879,-70.1976
115.4,-70.1517,-73.5537,-70.1518
115.5,-70.1057,-73.5205,-70.1058
115.6,-70.0596,-73.4863,-70.0597
115.7,-70.0133,-73.4521,-70.0134
115.8,-69.9669,-73.418,-69.967
115.9,-69.9204,-73.3838,-69.9205
116,-69.8738,-73.3496,-69.8739
116.1,-69.827,-73.3154,-69.8271
116.2,-69.7801,-73.2812,-69.7802
116.3,-69.733,-73.2471,-69.7331
116.4,-69.6859,-73.2129,-69.686
116.5,-69.6385,-73.1787,-69.6386
116.6,-69.591,-73.1445,-69.5912
116.7,-69.5434,-73.1104,-69.5435
116.8,-69.4957,-73.0762,-69.4958
116.9,-69.4477,-73.042,-69.4478
117,-69.3997,-73.0078,-69.3998
117.1,-69.3514,-72.9736,-69.3516
117.2,-69.303,-72.9395,-69.3032
117.3,-69.2545,-72.9053,-69.2546
117.4,-69.2058,-72.8711,-69.2059
117.5,-69.1569,-72.8369,-69.157
117.6,-69.1079,-72.8027,-69.108
117.7,-69.0587,-72.7676,-69.0588
117.8,-69.0093,-72.7324,-69.0094
117.9,-68.9597,-72.6973,-68.9599
118,-68.91,-72.6621,-68.9101
118.1,-68.8601,-72.627,-68.8602
118.2,-68.81,-72.5918,-68.8101
118.3,-68.7597,-72.5566,-68.7598
118.4,-68.7092,-72.5215,-68.7093
118.5,-68.6585,-72.4863,-68.6586
118.6,-68.6076,-72.4512,-68.6077
118.7,-68.5565,-72.416,-68.5567
118.8,-68.5052,-72.3809,-68.5054
118.9,-68.4537,-72.3457,-68.4539
119,-68.402,-72.3105,-68.4022
119.1,-68.3501,-72.2754,-68.3503
119.2,-68.298,-72.2402,-68.2981
119.3,-68.2456,-72.2051,-68.2457
119.4,-68.193,-72.1699,-68.1931
119.5,-68.1402,-72.1348,-68.1403
119.6,-68.0871,-72.0996,-68.0873
119.7,-68.0338,-72.0635,-68.034
119.8,-67.9802,-72.0273,-67.9804
119.9,-67.9264,-71.9912,-67.9266
120,-67.8724,-71.9551,-67.8726
120.1,-67.8181,-71.9189,-67.8182
120.2,-67.7635,-71.8828,-67.7637
120.3,-67.7086,-71.8467,-67.7088
120.4,-67.6535,-71.8105,-67.6537
120.5,-67.5981,-71.7744,-67.5983
120.6,-67.5424,-71.7383,-67.5426
120.7,-67.4864,-71.7021,-67.4866
120.8,-67.4302,-71.666,-67.4303
120.9,-67.3736,-71.6299,-67.3737
121,-67.3167,-71.5938,-67.3169
121.1,-67.2595,-71.5576,-67.2597
121.2,-67.2019,-71.5215,-67.2021
121.3,-67.1441,-71.4844,-67.1443
121.4,-67.0859,-71.4473,-67.0861
121.5,-67.0273,-71.4102,-67.0275
121.6,-66.9684,-71.373,-66.9686
121.7,-66.9092,-71.3359,-66.9094
121.8,-66.8496,-71.2988,-66.8498
121.9,-66.7896,-71.2617,-66.7898
122,-66.7292,-71.2246,-66.7294
122.1,-66.6685,-71.1875,-66.6687
122.2,-66.6073,-71.1504,-66.6075
122.3,-66.5457,-71.1133,-66.5459
122.4,-66.4837,-71.0762,-66.4839
122.5,-66.4213,-71.0391,-66.4215
122.6,-66.3585,-71.002,-66.3587
122.7,-66.2952,-70.9639,-66.2954
122.8,-66.2314,-70.9258,-66.2316
122.9,-66.1672,-70.8877,-66.1674
123,-66.1025,-70.8496,-66.1027
123.1,-66.0373,-70.8115,-66.0375
123.2,-65.9715,-70.7734,-65.9718
123.3,-65.9053,-70.7354,-65.9055
123.4,-65.8386,-70.6973,-65.8388
123.5,-65.7713,-70.6592,-65.7715
123.6,-65.7034,-70.6211,-65.7036
123.7,-65.635,-70.583,-65.6352
123.8,-65.5659,-70.5439,-65.5662
123.9,-65.4963,-70.5049,-65.4965
124,-65.426,-70.4658,-65.4263
124.1,-65.3552,-70.4268,-65.3554
124.2,-65.2836,-70.3877,-65.2839
124.3,-65.2114,-70.3486,-65.2117
124.4,-65.1385,-70.3096,-65.1388
124.5,-65.0649,-70.2705,-65.0652
124.6,-64.9905,-70.2314,-64.9908
124.7,-64.9154,-70.1924,-64.9157
124.8,-64.8396,-70.1523,-64.8398
124.9,-64.7629,-70.1123,-64.7632
125,-64.6854,-70.0723,-64.6857
125.1,-64.607,-70.0322,-64.6073
125.2,-64.5278,-69.9922,-64.5281
125.3,-64.4477,-69.9521,-64.448
125.4,-64.3667,-69.9121,-64.367
125.5,-64.2847,-69.8721,-64.285
125.6,-64.2017,-69.832,-64.202
125.7,-64.1176,-69.791,-64.1179
125.8,-64.0325,-69.75,-64.0329
125.9,-63.9464,-69.709,-63.9467
126,-63.8591,-69.668,-63.8594
126.1,-63.7706,-69.627,-63.7709
126.2,-63.6809,-69.5859,-63.6812
126.3,-63.59,-69.5449,-63.5903
126.4,-63.4977,-69.5039,-63.4981
126.5,-63.4041,-69.4619,-63.4045
126.6,-63.3091,-69.4199,-63.3095
126.7,-63.2127,-69.3779,-63.2131
126.8,-63.1148,-69.3359,-63.1151
126.9,-63.0152,-69.2939,-63.0156
127,-62.9141,-69.251,-62.9145
127.1,-62.8113,-69.208,-62.8117
127.2,-62.7067,-69.165,-62.7071
127.3,-62.6002,-69.1221,-62.6006
127.4,-62.4919,-69.0791,-62.4923
127.5,-62.3815,-69.0361,-62.3819
127.6,-62.2691,-68.9932,-62.2695
127.7,-62.1545,-68.9502,-62.1549
127.8,-62.0376,-68.9062,-62.038
127.9,-61.9183,-68.8623,-61.9188
128,-61.7965,-68.8184,-61.797
128.1,-61.6722,-68.7744,-61.6726
128.2,-61.545,-68.7305,-61.5455
128.3,-61.4151,-68.6855,-61.4156
128.4,-61.282,-68.6406,-61.2826
128.5,-61.1459,-68.5957,-61.1464
128.6,-61.0063,-68.5508,-61.0069
128.7,-60.8633,-68.5049,-60.8638
128.8,-60.7165,-68.459,-60.7171
128.9,-60.5658,-68.4131,-60.5664
129,-60.411,-68.3672,-60.4116
129.1,-60.2518,-68.3213,-60.2524
129.2,-60.088,-68.2754,-60.0886
129.3,-59.9192,-68.2285,-59.9198
129.4,-59.7452,-68.1816,-59.7458
129.5,-59.5656,-68.1348,-59.5663
129.6,-59.3801,-68.0879,-59.3808
129.7,-59.1882,-68.04,-59.189
129.8,-58.9897,-67.9922,-58.9904
129.9,-58.7838,-67.9443,-58.7847
130,-58.5703,-67.8965,-58.5711
130.1,-58.3484,-67.8477,-58.3493
130.2,-58.1176,-67.7988,-58.1185
130.3,-57.8771,-67.75,-57.8781
130.4,-57.6263,-67.7002,-57.6273
130.5,-57.3641,-67.6504,-57.3652
130.6,-57.0898,-67.6006,-57.0909
130.7,-56.8022,-67.5508,-56.8033
130.8,-56.5001,-67.5,-56.5013
130.9,-56.1821,-67.4492,-56.1834
131,-55.8469,-67.3984,-55.8482
131.1,-55.4926,-67.3467,-55.494
131.2,-55.1174,-67.2949,-55.1188
131.3,-54.7189,-67.2432,-54.7205
131.4,-54.2946,-67.1904,-54.2963
131.5,-53.8417,-67.1377,-53.8435
131.6,-53.3566,-67.085,-53.3586
131.7,-52.8355,-67.0312,-52.8376
131.8,-52.2737,-66.9775,-52.2759
131.9,-51.6656,-66.9238,-51.6681
132,-51.0049,-66.8691,-51.0076
132.1,-50.2837,-66.8145,-50.2867
132.2,-49.4928,-66.7588,-49.496
132.3,-48.6206,-66.7031,-48.6242
132.4,-47.6533,-66.6465,-47.6573
132.5,-46.5736,-66.5898,-46.578
132.6,-45.3597,-66.5322,-45.3647
132.7,-43.9841,-66.4746,-43.9897
132.8,-42.411,-66.417,-42.4176
132.9,-40.594,-66.3584,-40.6016
133,-38.4707,-66.2998,-38.4796
133.1,-35.9562,-66.2402,-35.9669
133.2,-32.9323,-66.1807,-32.9452
133.3,-29.2289,-66.1201,-29.2449
133.4,-24.5939,-66.0586,-24.6142
133.5,-18.6388,-65.9971,-18.6652
133.6,-10.7356,-65.9346,-10.7714
133.7,0.190545,-65.8721,0.139935
133.8,16.1187,-65.8086,16.0427
133.9,41.0494,-65.7441,40.9254
134,-65.5692,-65.6797,-65.5692
134.1,-66.1222,-65.6143,-66.1222
134.2,-66.6569,-65.5479,-66.6568
134.3,-67.1713,-65.4805,-67.1713
134.4,-67.664,-65.4131,-67.664
134.5,-68.1337,-65.3447,-68.1337
134.6,-68.5795,-65.2754,-68.5795
134.7,-69.0008,-65.2051,-69.0008
134.8,-69.3973,-65.1348,-69.3973
134.9,-69.7689,-65.0635,-69.7688
135,-70.1158,-64.9912,-70.1157
135.1,-70.4383,-64.918,-70.4383
135.2,-70.7372,-64.8438,-70.7371
135.3,-71.013,-64.7686,-71.013
135.4,-71.2667,-64.6924,-71.2666
135.5,-71.4991,-64.6152,-71.4991
135.6,-71.7114,-64.5371,-71.7114
135.7,-71.9045,-64.458,-71.9045
135.8,-72.0796,-64.3779,-72.0796
135.9,-72.2377,-64.2969,-72.2376
136,-72.3799,-64.2139,-72.3798
136.1,-72.5072,-64.1299,-72.5072
136.2,-72.6207,-64.0449,-72.6207
136.3,-72.7214,-63.958,-72.7214
136.4,-72.8103,-63.8701,-72.8103
136.5,-72.8882,-63.7812,-72.8881
136.6,-72.9559,-63.6904,-72.9559
136.7,-73.0144,-63.5977,-73.0143
136.8,-73.0642,-63.5039,-73.0642
136.9,-73.1063,-63.4082,-73.1063
137,-73.1411,-63.3105,-73.1411
137.1,-73.1693,-63.2109,-73.1693
137.2,-73.1915,-63.1094,-73.1915
137.3,-73.2081,-63.0059,-73.2081
137.4,-73.2197,-62.9004,-73.2197
137.5,-73.2267,-62.793,-73.2267
137.6,-73.2294,-62.6836,-73.2294
137.7,-73.2284,-62.5713,-73.2284
137.8,-73.2238,-62.457,-73.2238
137.9,-73.216,-62.3398,-73.216
138,-73.2053,-62.2197,-73.2053
138.1,-73.192,-62.0967,-73.192
138.2,-73.1762,-61.9707,-73.1762
138.3,-73.1582,-61.8418,-73.1582
138.4,-73.1382,-61.709,-73.1382
