Time,Input_I,LIF_V,Izh_V,LIF_Spike,Izh_Spike
25.1000,20.0000,-59.7250,-71.6713,0,0
25.2000,20.0000,-59.0305,-71.7468,0,0
25.3000,20.0000,-58.3499,-71.8123,0,0
25.4000,20.0000,-57.6829,-71.8685,0,0
25.5000,20.0000,-57.0292,-71.9161,0,0
25.6000,20.0000,-56.3887,-71.9556,0,0
25.7000,20.0000,-55.7609,-71.9878,0,0
25.8000,20.0000,-55.1457,-72.0131,0,0
25.9000,20.0000,-54.5428,-72.0322,0,0
26.0000,20.0000,-53.9519,-72.0453,0,0
26.1000,20.0000,-53.3729,-72.0531,0,0
26.2000,20.0000,-52.8054,-72.0559,0,0
26.3000,20.0000,-52.2493,-72.0541,0,0
26.4000,20.0000,-51.7043,-72.0481,0,0
26.5000,20.0000,-51.1702,-72.0382,0,0
26.6000,20.0000,-50.6468,-72.0247,0,0
26.7000,20.0000,-50.1339,-72.0079,0,0
26.8000,20.0000,30.0000,-71.9881,1,0
26.9000,20.0000,-64.2000,-71.9655,0,0
27.0000,20.0000,-63.4160,-71.9403,0,0
27.1000,20.0000,-62.6477,-71.9126,0,0
27.2000,20.0000,-61.8947,-71.8828,0,0
27.3000,20.0000,-61.1568,-71.8510,0,0
27.4000,20.0000,-60.4337,-71.8172,0,0
27.5000,20.0000,-59.7250,-71.7818,0,0
27.6000,20.0000,-59.0305,-71.7447,0,0
27.7000,20.0000,-58.3499,-71.7061,0,0
27.8000,20.0000,-57.6829,-71.6662,0,0
27.9000,20.0000,-57.0292,-71.6250,0,0
28.0000,20.0000,-56.3887,-71.5826,0,0
28.1000,20.0000,-55.7609,-71.5390,0,0
28.2000,20.0000,-55.1457,-71.4945,0,0
28.3000,20.0000,-54.5428,-71.4490,0,0
28.4000,20.0000,-53.9519,-71.4025,0,0
28.5000,20.0000,-53.3729,-71.3553,0,0
28.6000,20.0000,-52.8054,-71.3072,0,0
28.7000,20.0000,-52.2493,-71.2585,0,0
28.8000,20.0000,-51.7043,-71.2090,0,0
28.9000,20.0000,-51.1702,-71.1588,0,0
29.0000,20.0000,-50.6468,-71.1081,0,0
29.1000,20.0000,-50.1339,-71.0567,0,0
29.2000,20.0000,30.0000,-71.0048,1,0
29.3000,20.0000,-64.2000,-70.9524,0,0
29.4000,20.0000,-63.4160,-70.8994,0,0
29.5000,20.0000,-62.6477,-70.8460,0,0
29.6000,20.0000,-61.8947,-70.7921,0,0
29.7000,20.0000,-61.1568,-70.7377,0,0
29.8000,20.0000,-60.4337,-70.6830,0,0
29.9000,20.0000,-59.7250,-70.6278,0,0
30.0000,20.0000,-59.0305,-70.5722,0,0
30.1000,20.0000,-58.3499,-70.5162,0,0
30.2000,20.0000,-57.6829,-70.4599,0,0
30.3000,20.0000,-57.0292,-70.4031,0,0
30.4000,20.0000,-56.3887,-70.3460,0,0
30.5000,20.0000,-55.7609,-70.2886,0,0
30.6000,20.0000,-55.1457,-70.2308,0,0
30.7000,20.0000,-54.5428,-70.1726,0,0
30.8000,20.0000,-53.9519,-70.1142,0,0
30.9000,20.0000,-53.3729,-70.0553,0,0
31.0000,20.0000,-52.8054,-69.9962,0,0
31.1000,20.0000,-52.2493,-69.9367,0,0
31.2000,20.0000,-51.7043,-69.8769,0,0
31.3000,20.0000,-51.1702,-69.8168,0,0
31.4000,20.0000,-50.6468,-69.7563,0,0
31.5000,20.0000,-50.1339,-69.6956,0,0
31.6000,20.0000,30.0000,-69.6344,1,0
31.7000,20.0000,-64.2000,-69.5730,0,0
31.8000,20.0000,-63.4160,-69.5112,0,0
31.9000,20.0000,-62.6477,-69.4492,0,0
32.0000,20.0000,-61.8947,-69.3867,0,0
32.1000,20.0000,-61.1568,-69.3240,0,0
32.2000,20.0000,-60.4337,-69.2609,0,0
32.3000,20.0000,-59.7250,-69.1974,0,0
32.4000,20.0000,-59.0305,-69.1337,0,0
32.5000,20.0000,-58.3499,-69.0695,0,0
32.6000,20.0000,-57.6829,-69.0050,0,0
32.7000,20.0000,-57.0292,-68.9402,0,0
32.8000,20.0000,-56.3887,-68.8750,0,0
32.9000,20.0000,-55.7609,-68.8094,0,0
33.0000,20.0000,-55.1457,-68.7435,0,0
33.1000,20.0000,-54.5428,-68.6772,0,0
33.2000,20.0000,-53.9519,-68.6105,0,0
33.3000,20.0000,-53.3729,-68.5434,0,0
33.4000,20.0000,-52.8054,-68.4759,0,0
33.5000,20.0000,-52.2493,-68.4080,0,0
33.6000,20.0000,-51.7043,-68.3397,0,0
33.7000,20.0000,-51.1702,-68.2710,0,0
33.8000,20.0000,-50.6468,-68.2018,0,0
33.9000,20.0000,-50.1339,-68.1322,0,0
34.0000,20.0000,30.0000,-68.0622,1,0
34.1000,20.0000,-64.2000,-67.9917,0,0
34.2000,20.0000,-63.4160,-67.9208,0,0
34.3000,20.0000,-62.6477,-67.8493,0,0
34.4000,20.0000,-61.8947,-67.7774,0,0
34.5000,20.0000,-61.1568,-67.7050,0,0
34.6000,20.0000,-60.4337,-67.6321,0,0
34.7000,20.0000,-59.7250,-67.5587,0,0
34.8000,20.0000,-59.0305,-67.4848,0,0
34.9000,20.0000,-58.3499,-67.4103,0,0
35.0000,20.0000,-57.6829,-67.3353,0,0
35.1000,20.0000,-57.0292,-67.2597,0,0
35.2000,20.0000,-56.3887,-67.1835,0,0
35.3000,20.0000,-55.7609,-67.1068,0,0
35.4000,20.0000,-55.1457,-67.0294,0,0
35.5000,20.0000,-54.5428,-66.9514,0,0
35.6000,20.0000,-53.9519,-66.8728,0,0
35.7000,20.0000,-53.3729,-66.7935,0,0
35.8000,20.0000,-52.8054,-66.7135,0,0
35.9000,20.0000,-52.2493,-66.6329,0,0
36.0000,20.0000,-51.7043,-66.5515,0,0
36.1000,20.0000,-51.1702,-66.4695,0,0
36.2000,20.0000,-50.6468,-66.3866,0,0
36.3000,20.0000,-50.1339,-66.3030,0,0
36.4000,20.0000,30.0000,-66.2187,1,0
36.5000,20.0000,-64.2000,-66.1335,0,0
36.6000,20.0000,-63.4160,-66.0474,0,0
36.7000,20.0000,-62.6477,-65.9606,0,0
36.8000,20.0000,-61.8947,-65.8728,0,0
36.9000,20.0000,-61.1568,-65.7841,0,0
37.0000,20.0000,-60.4337,-65.6945,0,0
37.1000,20.0000,-59.7250,-65.6039,0,0
37.2000,20.0000,-59.0305,-65.5124,0,0
37.3000,20.0000,-58.3499,-65.4198,0,0
37.4000,20.0000,-57.6829,-65.3261,0,0
37.5000,20.0000,-57.0292,-65.2314,0,0
37.6000,20.0000,-56.3887,-65.1355,0,0
37.7000,20.0000,-55.7609,-65.0384,0,0
37.8000,20.0000,-55.1457,-64.9401,0,0
37.9000,20.0000,-54.5428,-64.8406,0,0
38.0000,20.0000,-53.9519,-64.7398,0,0
38.1000,20.0000,-53.3729,-64.6377,0,0
38.2000,20.0000,-52.8054,-64.5341,0,0
38.3000,20.0000,-52.2493,-64.4292,0,0
38.4000,20.0000,-51.7043,-64.3227,0,0
38.5000,20.0000,-51.1702,-64.2147,0,0
38.6000,20.0000,-50.6468,-64.1051,0,0
38.7000,20.0000,-50.1339,-63.9938,0,0
38.8000,20.0000,30.0000,-63.8808,1,0
38.9000,20.0000,-64.2000,-63.7660,0,0
39.0000,20.0000,-63.4160,-63.6493,0,0
39.1000,20.0000,-62.6477,-63.5307,0,0
39.2000,20.0000,-61.8947,-63.4100,0,0
39.3000,20.0000,-61.1568,-63.2872,0,0
39.4000,20.0000,-60.4337,-63.1622,0,0
39.5000,20.0000,-59.7250,-63.0348,0,0
39.6000,20.0000,-59.0305,-62.9051,0,0
39.7000,20.0000,-58.3499,-62.7728,0,0
39.8000,20.0000,-57.6829,-62.6379,0,0
39.9000,20.0000,-57.0292,-62.5002,0,0
40.0000,20.0000,-56.3887,-62.3597,0,0
40.1000,20.0000,-55.7609,-62.2160,0,0
40.2000,20.0000,-55.1457,-62.0692,0,0
40.3000,20.0000,-54.5428,-61.9190,0,0
40.4000,20.0000,-53.9519,-61.7653,0,0
40.5000,20.0000,-53.3729,-61.6078,0,0
40.6000,20.0000,-52.8054,-61.4464,0,0
40.7000,20.0000,-52.2493,-61.2808,0,0
40.8000,20.0000,-51.7043,-61.1109,0,0
40.9000,20.0000,-51.1702,-60.9363,0,0
41.0000,20.0000,-50.6468,-60.7567,0,0
41.1000,20.0000,-50.1339,-60.5720,0,0
41.2000,20.0000,30.0000,-60.3817,1,0
41.3000,20.0000,-64.2000,-60.1855,0,0
41.4000,20.0000,-63.4160,-59.9830,0,0
41.5000,20.0000,-62.6477,-59.7739,0,0
41.6000,20.0000,-61.8947,-59.5575,0,0
41.7000,20.0000,-61.1568,-59.3335,0,0
41.8000,20.0000,-60.4337,-59.1012,0,0
41.9000,20.0000,-59.7250,-58.8601,0,0
42.0000,20.0000,-59.0305,-58.6095,0,0
42.1000,20.0000,-58.3499,-58.3486,0,0
42.2000,20.0000,-57.6829,-58.0767,0,0
42.3000,20.0000,-57.0292,-57.7927,0,0
42.4000,20.0000,-56.3887,-57.4957,0,0
42.5000,20.0000,-55.7609,-57.1846,0,0
42.6000,20.0000,-55.1457,-56.8579,0,0
42.7000,20.0000,-54.5428,-56.5143,0,0
42.8000,20.0000,-53.9519,-56.1522,0,0
42.9000,20.0000,-53.3729,-55.7696,0,0
43.0000,20.0000,-52.8054,-55.3645,0,0
43.1000,20.0000,-52.2493,-54.9343,0,0
43.2000,20.0000,-51.7043,-54.4763,0,0
43.3000,20.0000,-51.1702,-53.9873,0,0
43.4000,20.0000,-50.6468,-53.4635,0,0
43.5000,20.0000,-50.1339,-52.9005,0,0
43.6000,20.0000,30.0000,-52.2931,1,0
43.7000,20.0000,-64.2000,-51.6351,0,0
43.8000,20.0000,-63.4160,-50.9194,0,0
43.9000,20.0000,-62.6477,-50.1370,0,0
44.0000,20.0000,-61.8947,-49.2775,0,0
44.1000,20.0000,-61.1568,-48.3277,0,0
44.2000,20.0000,-60.4337,-47.2716,0,0
44.3000,20.0000,-59.7250,-46.0892,0,0
44.4000,20.0000,-59.0305,-44.7549,0,0
44.5000,20.0000,-58.3499,-43.2363,0,0
44.6000,20.0000,-57.6829,-41.4909,0,0
44.7000,20.0000,-57.0292,-39.4623,0,0
44.8000,20.0000,-56.3887,-37.0744,0,0
44.9000,20.0000,-55.7609,-34.2219,0,0
45.0000,20.0000,-55.1457,-30.7549,0,0
45.1000,20.0000,-54.5428,-26.4539,0,0
45.2000,20.0000,-53.9519,-20.9851,0,0
45.3000,20.0000,-53.3729,-13.8185,0,0
45.4000,20.0000,-52.8054,-4.0652,0,0
45.5000,20.0000,-52.2493,9.8678,0,0
45.6000,20.0000,-51.7043,30.0000,0,1
45.7000,20.0000,-51.1702,-65.5003,0,0
45.8000,20.0000,-50.6468,-65.9853,0,0
45.9000,20.0000,-50.1339,-66.4532,0,0
46.0000,20.0000,30.0000,-66.9028,1,0
46.1000,20.0000,-64.2000,-67.3329,0,0
46.2000,20.0000,-63.4160,-67.7427,0,0
46.3000,20.0000,-62.6477,-68.1315,0,0
46.4000,20.0000,-61.8947,-68.4990,0,0
46.5000,20.0000,-61.1568,-68.8449,0,0
46.6000,20.0000,-60.4337,-69.1692,0,0
46.7000,20.0000,-59.7250,-69.4722,0,0
46.8000,20.0000,-59.0305,-69.7542,0,0
46.9000,20.0000,-58.3499,-70.0156,0,0
47.0000,20.0000,-57.6829,-70.2572,0,0
47.1000,20.0000,-57.0292,-70.4794,0,0
47.2000,20.0000,-56.3887,-70.6832,0,0
47.3000,20.0000,-55.7609,-70.8694,0,0
47.4000,20.0000,-55.1457,-71.0387,0,0
47.5000,20.0000,-54.5428,-71.1921,0,0
47.6000,20.0000,-53.9519,-71.3305,0,0
47.7000,20.0000,-53.3729,-71.4546,0,0
47.8000,20.0000,-52.8054,-71.5655,0,0
47.9000,20.0000,-52.2493,-71.6639,0,0
48.0000,20.0000,-51.7043,-71.7506,0,0
48.1000,20.0000,-51.1702,-71.8265,0,0
48.2000,20.0000,-50.6468,-71.8923,0,0
48.3000,20.0000,-50.1339,-71.9488,0,0
48.4000,20.0000,30.0000,-71.9965,1,0
48.5000,20.0000,-64.2000,-72.0362,0,0
48.6000,20.0000,-63.4160,-72.0684,0,0
48.7000,20.0000,-62.6477,-72.0937,0,0
48.8000,20.0000,-61.8947,-72.1127,0,0
48.9000,20.0000,-61.1568,-72.1258,0,0
49.0000,20.0000,-60.4337,-72.1335,0,0
49.1000,20.0000,-59.7250,-72.1363,0,0
49.2000,20.0000,-59.0305,-72.1344,0,0
49.3000,20.0000,-58.3499,-72.1283,0,0
49.4000,20.0000,-57.6829,-72.1183,0,0
49.5000,20.0000,-57.0292,-72.1047,0,0
49.6000,20.0000,-56.3887,-72.0878,0,0
49.7000,20.0000,-55.7609,-72.0679,0,0
49.8000,20.0000,-55.1457,-72.0451,0,0
49.9000,20.0000,-54.5428,-72.0198,0,0
50.0000,20.0000,-53.9519,-71.9921,0,0
50.1000,20.0000,-53.3729,-71.9622,0,0
50.2000,20.0000,-52.8054,-71.9303,0,0
50.3000,20.0000,-52.2493,-71.8965,0,0
50.4000,20.0000,-51.7043,-71.8610,0,0
50.5000,20.0000,-51.1702,-71.8239,0,0
50.6000,20.0000,-50.6468,-71.7853,0,0
50.7000,20.0000,-50.1339,-71.7454,0,0
50.8000,20.0000,30.0000,-71.7042,1,0
50.9000,20.0000,-64.2000,-71.6618,0,0
51.0000,20.0000,-63.4160,-71.6183,0,0
51.1000,20.0000,-62.6477,-71.5738,0,0
51.2000,20.0000,-61.8947,-71.5283,0,0
51.3000,20.0000,-61.1568,-71.4819,0,0
51.4000,20.0000,-60.4337,-71.4347,0,0
51.5000,20.0000,-59.7250,-71.3868,0,0
51.6000,20.0000,-59.0305,-71.3381,0,0
51.7000,20.0000,-58.3499,-71.2887,0,0
51.8000,20.0000,-57.6829,-71.2387,0,0
51.9000,20.0000,-57.0292,-71.1880,0,0
52.0000,20.0000,-56.3887,-71.1368,0,0
52.1000,20.0000,-55.7609,-71.0850,0,0
52.2000,20.0000,-55.1457,-71.0327,0,0
52.3000,20.0000,-54.5428,-70.9799,0,0
52.4000,20.0000,-53.9519,-70.9267,0,0
52.5000,20.0000,-53.3729,-70.8729,0,0
52.6000,20.0000,-52.8054,-70.8188,0,0
52.7000,20.0000,-52.2493,-70.7642,0,0
52.8000,20.0000,-51.7043,-70.7092,0,0
52.9000,20.0000,-51.1702,-70.6538,0,0
53.0000,20.0000,-50.6468,-70.5981,0,0
53.1000,20.0000,-50.1339,-70.5419,0,0
53.2000,20.0000,30.0000,-70.4854,1,0
53.3000,20.0000,-64.2000,-70.4286,0,0
53.4000,20.0000,-63.4160,-70.3714,0,0
53.5000,20.0000,-62.6477,-70.3138,0,0
53.6000,20.0000,-61.8947,-70.2560,0,0
53.7000,20.0000,-61.1568,-70.1978,0,0
53.8000,20.0000,-60.4337,-70.1392,0,0
53.9000,20.0000,-59.7250,-70.0804,0,0
54.0000,20.0000,-59.0305,-70.0212,0,0
54.1000,20.0000,-58.3499,-69.9617,0,0
54.2000,20.0000,-57.6829,-69.9019,0,0
54.3000,20.0000,-57.0292,-69.8417,0,0
54.4000,20.0000,-56.3887,-69.7813,0,0
54.5000,20.0000,-55.7609,-69.7205,0,0
54.6000,20.0000,-55.1457,-69.6594,0,0
54.7000,20.0000,-54.5428,-69.5980,0,0
54.8000,20.0000,-53.9519,-69.5363,0,0
54.9000,20.0000,-53.3729,-69.4742,0,0
55.0000,20.0000,-52.8054,-69.4118,0,0
55.1000,20.0000,-52.2493,-69.3491,0,0
55.2000,20.0000,-51.7043,-69.2861,0,0
55.3000,20.0000,-51.1702,-69.2227,0,0
55.4000,20.0000,-50.6468,-69.1590,0,0
55.5000,20.0000,-50.1339,-69.0950,0,0
55.6000,20.0000,30.0000,-69.0305,1,0
55.7000,20.0000,-64.2000,-68.9658,0,0
55.8000,20.0000,-63.4160,-68.9007,0,0
55.9000,20.0000,-62.6477,-68.8352,0,0
56.0000,20.0000,-61.8947,-68.7694,0,0
56.1000,20.0000,-61.1568,-68.7031,0,0
56.2000,20.0000,-60.4337,-68.6366,0,0
56.3000,20.0000,-59.7250,-68.5696,0,0
56.4000,20.0000,-59.0305,-68.5022,0,0
56.5000,20.0000,-58.3499,-68.4344,0,0
56.6000,20.0000,-57.6829,-68.3663,0,0
56.7000,20.0000,-57.0292,-68.2977,0,0
56.8000,20.0000,-56.3887,-68.2287,0,0
56.9000,20.0000,-55.7609,-68.1592,0,0
57.0000,20.0000,-55.1457,-68.0893,0,0
57.1000,20.0000,-54.5428,-68.0190,0,0
57.2000,20.0000,-53.9519,-67.9482,0,0
57.3000,20.0000,-53.3729,-67.8769,0,0
57.4000,20.0000,-52.8054,-67.8052,0,0
57.5000,20.0000,-52.2493,-67.7330,0,0
57.6000,20.0000,-51.7043,-67.6602,0,0
57.7000,20.0000,-51.1702,-67.5870,0,0
57.8000,20.0000,-50.6468,-67.5133,0,0
57.9000,20.0000,-50.1339,-67.4390,0,0
58.0000,20.0000,30.0000,-67.3641,1,0
58.1000,20.0000,-64.2000,-67.2887,0,0
58.2000,20.0000,-63.4160,-67.2128,0,0
58.3000,20.0000,-62.6477,-67.1362,0,0
58.4000,20.0000,-61.8947,-67.0591,0,0
58.5000,20.0000,-61.1568,-66.9813,0,0
58.6000,20.0000,-60.4337,-66.9029,0,0
58.7000,20.0000,-59.7250,-66.8239,0,0
58.8000,20.0000,-59.0305,-66.7442,0,0
58.9000,20.0000,-58.3499,-66.6638,0,0
59.0000,20.0000,-57.6829,-66.5827,0,0
59.1000,20.0000,-57.0292,-66.5009,0,0
59.2000,20.0000,-56.3887,-66.4184,0,0
59.3000,20.0000,-55.7609,-66.3350,0,0
59.4000,20.0000,-55.1457,-66.2510,0,0
59.5000,20.0000,-54.5428,-66.1661,0,0
59.6000,20.0000,-53.9519,-66.0804,0,0
59.7000,20.0000,-53.3729,-65.9938,0,0
59.8000,20.0000,-52.8054,-65.9064,0,0
59.9000,20.0000,-52.2493,-65.8181,0,0
60.0000,20.0000,-51.7043,-65.7288,0,0
60.1000,20.0000,-51.1702,-65.6386,0,0
60.2000,20.0000,-50.6468,-65.5474,0,0
60.3000,20.0000,-50.1339,-65.4552,0,0
60.4000,20.0000,30.0000,-65.3619,1,0
60.5000,20.0000,-64.2000,-65.2676,0,0
60.6000,20.0000,-63.4160,-65.1721,0,0
60.7000,20.0000,-62.6477,-65.0755,0,0
60.8000,20.0000,-61.8947,-64.9777,0,0
60.9000,20.0000,-61.1568,-64.8787,0,0
61.0000,20.0000,-60.4337,-64.7784,0,0
61.1000,20.0000,-59.7250,-64.6767,0,0
61.2000,20.0000,-59.0305,-64.5737,0,0
61.3000,20.0000,-58.3499,-64.4693,0,0
61.4000,20.0000,-57.6829,-64.3634,0,0
61.5000,20.0000,-57.0292,-64.2560,0,0
61.6000,20.0000,-56.3887,-64.1470,0,0
61.7000,20.0000,-55.7609,-64.0364,0,0
61.8000,20.0000,-55.1457,-63.9240,0,0
61.9000,20.0000,-54.5428,-63.8099,0,0
62.0000,20.0000,-53.9519,-63.6939,0,0
62.1000,20.0000,-53.3729,-63.5760,0,0
62.2000,20.0000,-52.8054,-63.4561,0,0
62.3000,20.0000,-52.2493,-63.3341,0,0
62.4000,20.0000,-51.7043,-63.2100,0,0
62.5000,20.0000,-51.1702,-63.0835,0,0
62.6000,20.0000,-50.6468,-62.9547,0,0
62.7000,20.0000,-50.1339,-62.8234,0,0
62.8000,20.0000,30.0000,-62.6895,1,0
62.9000,20.0000,-64.2000,-62.5529,0,0
